label	text_a
0	"Nonsense!
3	Here he remained the whole night, feeling very tired and sorrowful.
0	Pigling Bland reproved Alexander.
2	Tiny pleased him, and she was glad of it, for now the toad could not possibly reach her, and the country through which she sailed was beautiful, and the sun shone upon the water, till it glittered like liquid gold.
3	In the evening they came to a large forest, and they were so weary with sorrow and hunger and the long walk, that they lay down in a hollow tree and fell asleep.
2	Then they hugged and kissed their dear little son, and gave him plenty to eat and drink, for he was very hungry; and then they fetched new clothes for him, for his old ones had been quite spoiled on his journey.
2	"With the greatest pleasure," said the Princess.
2	She said this merrily, for she was the best of the hens, and, moreover, as had been said, very respectable.
4	When the princesses saw him they fainted.
0	The fifth, "Who has been handling my fork?"
2	Now what I really--REALLY should like-- would be a little dish of honey!"
2	How they did rejoice and embrace each other, and dance about and kiss each other!
2	And when he drew near and looked at her face he knew her, and said, "This is the right bride."
1	The kernel, however, was so large that she could not swallow it, and it remained sticking in her throat, so that she was alarmed lest she should be choked.
1	And the soldier broke a branch from each; and every time there was a loud noise, which made the youngest sister tremble with fear; but the eldest still said, it was only the princes, who were crying for joy.
3	The boy went down, and there sat Clever Elsie and the girl both weeping together.
1	The warmth revived the poor little creature; but when the children wanted to play with him, the duckling thought they would do him some harm; so he started up in terror, fluttered into the milk-pan, and splashed the milk about the room.
1	How they terrified the poor duckling!
2	They cut the Apple of Life in two and ate it together; and then her heart became full of love for him, and they lived in undisturbed happiness to a great age.
2	"Oh that IS lovely!" said Lucie.
3	But these doubts were no support to her, nothing on which she could rest, and she sunk into the fathomless depths of despair.
2	From this time forth no one invited the cat to be godmother, but when the winter had come and there was no longer anything to be found outside, the mouse thought of their provision, and said: "Come, cat, we will go to our pot of fat which we have stored up for ourselves--we shall enjoy that."
2	The huntsman thanked her, and thought to himself, "If all this does happen, it will be a fine thing for me."
2	And all came to pass as she had said; Heinel bore all, and spoke not a word; and the third night the princess came, and fell on his neck and kissed him.
1	"Now you will see the gold-jacket fly," said the old man, letting the sparrow go, which flew away in deadly fear, with the sun shining upon her.
1	The second did not want to go in at all, but was forced.
2	This was very amusing, and Ida could not help laughing.
0	Go out of my sight.
1	Then she opened the door for her husband, and said: "Thank heaven, you are back again!
1	They were terrified and wanted to hide themselves.
2	The good couple saw them no more; but everything went well with them from that time forward, as long as they lived.
2	The two played together, and loved each other with all their hearts, and the old cook went out hunting like a nobleman.
1	Jemima became much alarmed.
4	"Alas!" said the mouse, "now I see what has happened, now it comes to light!
1	He might certainly have found a good bed on the soft moss, but the fear of wild beasts let him have no rest there, and at last he was forced to make up his mind to spend the night in a tree.
2	They had a large family, and they were very improvident and cheerful.
3	Hunger and thirst overpowered the child, and he became quite faint and ill.
3	The man"s heart was heavy, and he thought: "It would be better for you to share the last mouthful with your children."
0	How many arts do you understand?"
2	"Ah, yes, with all my heart," she answered, for she was glad to get away from the mother and sister.
2	Great was old Mr. Bouncer's relief and Flopsy's joy when Peter and Benjamin arrived in triumph with the young family.
0	And the rest came running to him, and everyone cried out that somebody had been upon his bed.
2	So they were married, and lived together very happily till they died.
2	But the king said, "You are my beloved bride, and we will never more be parted from each other."
2	The diamonds glittered so on all sides that they were delighted with the sight and picked up the finest.
2	Alexander went into squeals of laughter.
2	At the sight of this he was overjoyed, and forgetting all about his son, went into trade again, and became a richer merchant than before.
0	When she felt the vegetables she became very very angry.
2	Once, but long years had intervened since then, guitars and Eolian harps had been hung on his boughs by merry travellers; now they seemed to hang there again, and he could hear their marvellous tones.
3	"Because," said the dog, "I am very very hungry, and have nothing to eat."
0	"The world is no good!" he said.
2	Whenever the sun shone, we felt his warm rays, and the little birds would relate stories to us as they sung.
2	"Thank you, thank you, thank you, Mrs. Tittlemouse!
2	After this the robbers never dared to go back to the house; but the musicians were so pleased with their quarters that they took up their abode there; and there they are, I dare say, at this very day.
3	"But I feel very sorry for the poor children, all the same," said the man.
2	The princess sprang up, threw her arms round his neck, embraced and kissed him repeatedly, and took her stomacher, which was made of pure gold, and hung it round his neck.
4	"What my commands are?" replied the soldier, quite astonished.
1	But he would not, and said that it would be a very hazardous thing; for if the least ray of the torch-light should fall upon him his enchantment would become still worse, for he should be changed into a dove, and be forced to wander about the world for seven long years.
0	Now, as she had not been asked to the feast she was very angry, and scolded the king and queen very much, and set to work to take her revenge.
4	The counsellor stared with astonishment as he beheld a most strange procession pass before him.
3	"Now," thought she to herself, "no aid of man can be of use to me."
2	I am happier than ever."
0	The next day, however, she began to dawdle over her work, and the third day she was more idle still; then she began to lie in bed in the mornings and refused to get up.
1	The horse-hair was drawn tightly round her leg- as tightly as if the latter were to be cut off; she was in great pain and terror.
2	What the little fish had foretold soon came to pass; and the queen had a little girl, so very beautiful that the king could not cease looking on it for joy, and said he would hold a great feast and make merry, and show the child to all the land.
2	Those were happy days, and the bottle would sing when rubbed with a cork, and it was called a great lark," "Peter Jensen's lark."
2	"I have had plenty of meat," answered he, "but I should like to have a piece of bread to eat after it."
2	"These little wights have made us rich, and we ought to be thankful to them, and do them a good turn if we can.
0	"What do you mean by tumbling into my bed all covered with smuts?" said the rat, chattering his teeth.
2	For very joy, it felt ready to jump out of people's hands, and scarcely noticed that its cork had been drawn, and its contents emptied out, till it found itself carried to a cellar, to be left there and forgotten.
2	I cannot be happier than I am now."
4	Pigling Bland was shocked, there was little hope of sleeping in Market Town, and tomorrow was the hiring fair; it was deplorable to think how much time had been wasted by the frivolity of Alexander.
3	So the father gave him his blessing, and with great sorrow took leave of him.
3	Aunt Pettitoes wiped her eyes with a large pocket handkerchief, then she wiped Pigling Bland's nose and shed tears; then she wiped Alexander's nose and shed tears; then she passed the handkerchief to Spot.
3	"I cannot endure it," said the tin soldier, who stood on a shelf, "it is so lonely and dull here.
4	A hungry wolf sprang out, and swallowed up the whole stomach, with Tom in it, at one gulp, and ran away.
3	Thus the unhappy traveller was again forsaken and forlorn; but she took heart and said, "As far as the wind blows, and so long as the cock crows, I will journey on, till I find him once again."
0	"It is stupid nonsense to allow yourself to shoot out in this way; we are not here to support you."
2	So he got nothing by it but vexation, trouble, abuse, and the loss of his horse; but the poor people lived happily, quietly, and piously until their happy death.
0	But I do not understand chattering and boasting; on the contrary, I despise it."
0	But the goblin felt very angry that any man should venture to say such things to a huckster who was a householder and sold the best butter.
3	I saw my poor dead father, and cried till I fell asleep.
2	As soon as he spied Tiny, he was delighted; and then she told him how unwilling she felt to marry the ugly mole, and to live always beneath the earth, and never to see the bright sun any more.
0	The old king was still very angry with his youngest son, and thought that he really meant to have taken away his life; so he called his court together, and asked what should be done, and all agreed that he ought to be put to death.
2	He could not utter a word; he could only seize her hand and hold it fast in his own, but he felt too happy and glad to open his lips.
0	He made his way up the hill; his temper was not improved by noticing unmistakable marks of badger.
4	"A difference!" cried the sunbeam, as he kissed the blooming apple-branch, and then kissed the yellow dandelion out in the fields.
2	So she took him by the wrist, and he laughed till he nearly choked; and when she came to the fourth finger, there was a gold ring on it, as if it knew there was to be a betrothal.
4	I never heard the name in my life, I"ll wager anything it is not in the calendar!"
0	The sight of this made the tailor so angry that he laid hold of the golden footstool, and threw it down to earth through heaven, at the old thief.
0	All at once the wax doll which rode on the carnival rod seemed to grow larger and taller, and it turned round and said to the paper flowers, "How can you put such things in a child's head? they are all foolish fancies;" and then the doll was exactly like the lawyer with the broad brimmed hat, and looked as yellow and as cross as he did; but the paper dolls struck him on his thin legs, and he shrunk up again and became quite a little wax doll.
2	You may have thousands of my days, but I have thousands of moments in which I can be merry and happy.
0	"Yes, indeed," she replied, "no such a thing as a respectable meat soup- their cookery is miserable stuff."
3	And then they kissed each other, and the girl wept, and gave him a rose; but before she did so, she pressed a kiss upon it so fervently that the flower opened.
2	But the moment he kissed her she opened her eyes and awoke, and smiled upon him; and they went out together; and soon the king and queen also awoke, and all the court, and gazed on each other with great wonder.
1	Fear came upon her as if a cold, clammy hand had been laid upon her heart, so that she almost fainted.
2	When the bear heard the music, he could not help beginning to dance, and when he had danced a while, the thing pleased him so well that he said to the little tailor, "Hark you, is the fiddle heavy?"
1	The king thought something had happened to his dear huntsman, ran up to him, wanted to help him, and drew his glove off.
4	"This is passing extraordinary!" said the Tailor of Gloucester, and turned over another tea-cup, which was upside down.
4	"It's a drop of puddle water!" said Kribble-Krabble.
2	Talk of a pig, indeed!
3	Gretel began to cry and said: "How are we to get out of the forest now?"
2	"Heaven reward you for your kindness and self-denial!" said Hans, as he gave the butcher the cow; and taking the pig off the wheel-barrow, drove it away, holding it by the string that was tied to its leg.
2	There came presently across the fields a whole group of children, the youngest of whom was so small that it had to be carried by the others; and when he was seated on the grass, among the yellow flowers, he laughed aloud with joy, kicked out his little legs, rolled about, plucked the yellow flowers, and kissed them in childlike innocence.
2	She and the boy kissed each other, and then they were of the same age and felt the same joys.
2	"Yes, terribly lonely," cried the tin soldier; "still it is delightful not to be forgotten."
3	She could not bear to think of living with the old toad, and having her ugly son for a husband.
3	Then she bitterly grieved for the pride and folly which had brought her so low.
2	Then the prince took care to throw away the sleeping draught; and when Lily came and began again to tell him what woes had befallen her, and how faithful and true to him she had been, he knew his beloved wife"s voice, and sprang up, and said, "You have awakened me as from a dream, for the strange princess had thrown a spell around me, so that I had altogether forgotten you; but Heaven hath sent you to me in a lucky hour."
3	He wept at the thought, and then he played with the little, lively dog, and kissed it, while the old woman looked kindly at him to encourage him.
3	I'm in sad trouble, Cousin Ribby," said Tabitha, shedding tears.
1	The king, however, would not give his consent, and said: "It is not safe in there; I fear it would fare with you no better than with the others, and you would never come out again."
2	I will sit on a bough outside your window, in the evening, and sing to you, so that you may be happy, and have thoughts full of joy.
4	"Upon my word!" cried the miller, and went thither, and found the roast meat.
2	One stanza pleased him exceedingly-
0	But the lawyer did not like such jokes, and he would say as he had just said, "How can anyone put such nonsense into a child's head! what absurd fancies there are!"
0	The King, however, had a wicked mother who was dissatisfied with this marriage and spoke ill of the young Queen.
2	As soon as the young princess saw her ball, she ran to pick it up; and she was so overjoyed to have it in her hand again, that she never thought of the frog, but ran home with it as fast as she could.
2	Then she went and put the fowls down again to the fire, basted them, and drove the spit merrily round.
0	And Mr. McGregor was very angry too.
3	By degrees, however, his sorrow grew less, and although at times he still grieved over his loss, he was able to go about as usual, and later on he married again.
2	Her joy was still more increased when her brother, who had killed the magician in the form of the bull, came out of the forest towards them in his human form, and on the self-same day the maiden, in accordance with her promise, gave her hand at the altar to the lucky tailor.
2	Ah! now I know what it is to shudder!"
2	Then it joined in the song of the angels, who surrounded the throne, some near, and others in a distant circle, but all equally happy.
2	Thus sounded the old Christmas carol, and every one on board the ship felt his thoughts elevated, through the song and the prayer, even as the old tree had felt lifted up in its last, its beautiful dream on that Christmas morn.
0	"Who are you, and what do you want?" asked the man in a grumbling voice.
0	The young storks were very angry, and grew worse as they grew older; so at last their mother was obliged to promise that they should be revenged, but not until the day of their departure.
2	She smiled once more, and then people said she was dead.
1	The maiden was frightened when she saw, not her little roe, but a man come in who wore a golden crown upon his head.
4	"Ah," she exclaimed, "here is a gilt top."
3	During that time the flower has stood in the window, withered and forgotten, till at length cast out among the sweepings into the street, on the day of the lodgers' removal.
1	One day they went to walk in the wood, that they might be alone; and Jorindel said, "We must take care that we don"t go too near to the fairy"s castle."
2	How merry we shall be!
2	Then the old one bleated, and went on her way with an easy mind.
2	Whilst the cook was above stairs, she got the golden necklace and dropped it into the soup; then it was brought to the king, who ate it, and it pleased him as well as before; so he sent for the cook, who was again forced to tell him that Cat-skin had cooked it.
2	And they were very glad to see her, and took care not to wake her; and the seventh dwarf slept an hour with each of the other dwarfs in turn, till the night was gone.
0	My repugnance to his magic arts was, however, so great, that I vouchsafed him no answer.
3	Then Chanticleer was very sorry, and cried bitterly; and all the beasts came and wept with him over poor Partlet.
3	If I did not take pity on you and save you, you would be lost."
1	He had nodded, and pointed to the sack, and seemed doubled up with laughing.--"Come away, Peter; he will be cooking them; come quicker!" said Benjamin Bunny.
0	She pulled them off the wall, smacked them, and took them back to the house.
4	As if these things were of any consequence!
2	How happy my mother will be!
1	Then the queen was very much frightened; for she knew that the glass always spoke the truth, and was sure that the servant had betrayed her.
2	Then Ashputtel brought the dish to her mother, overjoyed at the thought that now she should go to the ball.
0	Then the blood ran cold in her heart with spite and malice, to see that Snowdrop still lived; and she dressed herself up again, but in quite another dress from the one she wore before, and took with her a poisoned comb.
0	Then the father fell into a rage and said: "Oh, you lost man, you have spent the precious time and learnt nothing; are you not ashamed to appear before my eyes?
2	"That will be delightful," she said, and clapped her little hands for joy.
0	Take the good-for-nothing fellow out of our house."
0	But Marguerite did not answer him; she was offended that he should call her a woman when she was only a girl; and there is a great difference.
1	"Oh, Mother, Mother!" said Mittens--
3	"Yes, it is infested with rats," said Tabitha tearfully.
2	So on he jogged, and all seemed now to go right with him: he had met with some misfortunes, to be sure; but he was now well repaid for all.
2	The dog liked this plan very well; and accordingly so it was managed.
1	And in sight of the bridge!" said poor Pigling, nearly crying.
4	You a true friend!
4	"Good heavens!" said the girl, "no strawberries grow in winter!
3	Had I still my old eye, which was broken off, I believe I should weep; but no, I would not do that, it is not genteel to cry."
3	She wept over it, kissed it, and prayed for it as only a mother can pray in that hour of her anguish."
1	As these thoughts passed through her mind, fear gave speed to her feet, so that she walked faster and faster.
2	Could he ever forget those beautiful, happy birds; and when at last they were out of his sight, he dived under the water, and rose again almost beside himself with excitement.
4	"That would be a fine thing!" cried the miller, and looked there, and found the cakes.
1	Then she dressed herself up as a peasant"s wife, and travelled over the hills to the dwarfs" cottage, and knocked at the door; but Snowdrop put her head out of the window and said, "I dare not let anyone in, for the dwarfs have told me not."
2	"Thank you, thank you, thank you, Mrs. Tittlemouse!
2	Then she said: "Well, Gretel, enjoy yourself, one fowl has been cut into, take another drink, and eat it up entirely; when it is eaten you will have some peace, why should God"s good gifts be spoilt?"
1	"No," said Snowdrop, "I dare not take it."
2	"Ah," sighed the woman heavily, "if I had but a child, as red as blood and as white as snow," and as she spoke the words, her heart grew light within her, and it seemed to her that her wish was granted, and she returned to the house feeling glad and comforted.
0	Then Mr. Tod rushed upon Tommy Brock, and Tommy Brock grappled with Mr. Tod amongst the broken crockery, and there was a terrific battle all over the kitchen.
2	He seized her hand, he embraced her, and the mother wept.
3	The flower could not, as on the previous evening, fold up its petals and sleep; it dropped sorrowfully.
2	His father and mother came to the wedding, and were in great delight, for they had given up all hope of ever seeing their dear son again.
1	Peter was most dreadfully frightened; he rushed all over the garden, for he had forgotten the way back to the gate.
3	The poor old tailor was very ill with a fever, tossing and turning in his four-post bed; and still in his dreams he mumbled: "No more twist! no more twist!"
1	But the youngest said, "I don"t know how it is, while you are so happy I feel very uneasy; I am sure some mischance will befall us."
3	And Molly and Anthony both wept, but these tears all flowed together into one tear which had the rosy shimmer of joy.
2	It laughed and chuckled when it heard Timmy's story.
3	Very little was said about the matter to Ib, and he did not refer to it; his mother, however, noticed that he had grown very silent and pensive.
2	Then there was great rejoicing, and the painter caressed the boy, and gave him a number of pictures.
2	And the king then gave to each half a kingdom, as he had said; and they lived very happily the rest of their days, and took good care of their father; and somebody took better care of the young lady, than to let either the dragon or one of the craftsmen have her again.
3	I have tooth- ache," said Pigling much dismayed.
3	She thought God could not take her darling little one from her; and when it did happen notwithstanding her hopes and her belief, and there could be no more doubt on the subject, she said in her feverish agony, "God does not know it.
1	Then the servant was greatly frightened, and said, "It may perhaps be only a cat or a dog."
2	"How happy am I!" cried he; "nobody was ever so lucky as I."
2	Then the children went home together, and were heartily delighted, and if they have not died, they are living still.
0	Then he was very angry, and went without his supper to bed; but when he laid his head on the pillow, the pin ran into his cheek: at this he became quite furious, and, jumping up, would have run out of the house; but when he came to the door, the millstone fell down on his head, and killed him on the spot.
3	"How lonely it is, wife," said he, as he puffed out a long curl of smoke, "for you and me to sit here by ourselves, without any children to play about and amuse us while other people seem so happy and merry with their children!"
3	This grieved him very much, for Lily was his dearest child; and as he was journeying home, thinking what he should bring her, he came to a fine castle; and around the castle was a garden, in one half of which it seemed to be summer-time and in the other half winter.
1	But whilst they were getting all ready, they heard the trampling of a horse at a distance, which so frightened them that they pushed their prisoner neck and shoulders together into a sack, and swung him up by a cord to the tree, where they left him dangling, and ran away.
2	Hans was delighted as he sat on the horse, drew himself up, squared his elbows, turned out his toes, cracked his whip, and rode merrily off, one minute whistling a merry tune, and another singing,
3	"What you say is very true," said the wife, sighing, and turning round her wheel; "how happy should I be if I had but one child!
0	She carried him down, and then with loud screams she hastened to the boy"s father, "Your boy," cried she, "has been the cause of a great misfortune!
1	Pigling Bland became frightened and cried "Wee, wee, wee!
0	I will see you no more."
0	"Ha! what are you doing?" cried the devil angrily.
3	Then said the mother likewise: "What a clever Elsie we have!" and sat down and wept with them.
0	Then the mannikin grew very angry and said he was to do it, but the huntsman would not, and took my dear mannikin, and gave him a thorough beating.
3	Then he wandered quite blind about the forest, ate nothing but roots and berries, and did naught but lament and weep over the loss of his dearest wife.
2	It was saying, 'You are so pretty, I like you very much.'
4	"I thought you had eaten them?" said Pigling, waking suddenly.
1	It was dreadful to hear all that, for the preacher spoke from his heart, and all the people in the church were terrified.
0	"Did not you ask it for anything?" said the wife, "we live very wretchedly here, in this nasty dirty pigsty; do go back and tell the fish we want a snug little cottage."
3	"If the wild beasts in the forest had but devoured us, we should at any rate have died together."
2	"Can your name be RUMPELSTILTSKIN?" said the lady slyly.
0	I"ll give it you well for your insolence!" and upon that she fell upon Chanticleer most lustily.
2	But when he saw it he could not deny himself the pleasure of tasting it, so he cut of a little bit and put it into his mouth.
2	Then Mother Holle said, "I am pleased that you should want to go back to your own people, and as you have served me so well and faithfully, I will take you home myself."
1	When they came near the wood at the top of Bull Banks, they went cautiously.
3	"Ah!" said the man, dolefully, "my wife wants to live in a stone castle."
3	Peter gave himself up for lost, and shed big tears; but his sobs were overheard by some friendly sparrows, who flew to him in great excitement, and implored him to exert himself.
2	And the rain fell upon the burdock-leaves, to play the drum for them, and the sun shone to paint colors on the burdock forest for them, and they were very happy; the whole family were entirely and perfectly happy.
2	Then he made the best of his way off, while the nurse laughed and the baby crowed; and all the court jeered at him for having had so much trouble for nothing, and said, "We wish you a very good morning, and a merry feast, Mr RUMPLESTILTSKIN!"
4	They had very small eyes and looked surprised.
2	"After all," thought he, "that chap is pretty well taken in.
4	So he said, "Yes," and forgot the fox"s counsel, and sat down on the side of the river; and while he suspected nothing, they came behind, and threw him down the bank, and took the princess, the horse, and the bird, and went home to the king their master, and said.
0	"He's gone to the very extreme," said mamma-in-law; "he has gone from the most beautiful to the ugliest, and he has forgotten his first wife.
